intersect_bp,f_orig_query,f_match,f_unique_to_query,f_unique_weighted,average_abund,median_abund,std_abund,filename,name,md5,f_match_orig,unique_intersect_bp,gather_result_rank,remaining_bp,query_filename,query_name,query_md5,query_bp,ksize,moltype,scaled,query_n_hashes,query_abundance,query_containment_ani,match_containment_ani,average_containment_ani,max_containment_ani,potential_false_negative,n_unique_weighted_found,sum_weighted_found,total_weighted_hashes,lineage
15650000,0.06582267833109018,0.00668032611943484,0.06582267833109018,0.025959597328166707,1.2242811501597444,1.0,0.5787931237152174,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_000003025.6 pig (Sus scrofa),2edac3821d65091319e98478f22e942c,0.00668032611943484,15650000,0,222110000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.9480492372114512,0.9064606874724865,0.9272549623419688,0.9480492372114512,False,1916,1916,73807,Eukaryota;Chordata;Mammalia;Artiodactyla;Suidae;Sus;Sus scrofa;unclassified Sus scrofa subspecies/strain
460000,0.0019347240915208613,0.09848484848484848,0.0005467698519515477,0.00036581896026122184,2.076923076923077,2.0,1.4390989949130544,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_934182515.1 uncultured Bacilli bacterium,9423959a881bc55137d66a9cbbd12e04,0.3484848484848485,130000,182,127010000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8847008647184192,0.9795423421146154,0.9321216034165174,0.9795423421146154,False,27,46397,73807,d__Bacteria;p__Bacillota;c__Bacilli;o__RF39;f__UBA660;g__Aphodocola;s__Aphodocola sp000434835
130000,0.0005467698519515477,0.06666666666666667,0.0005467698519515477,0.0007587356212825342,4.3076923076923075,1.0,11.172663172532497,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_034171185.1 Collinsella sp.,05e549082da903bfb8b528eddd6b921a,0.06666666666666667,130000,183,126880000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8630488605981727,0.9482861051753365,0.9056674828867546,0.9482861051753365,False,56,46453,73807,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp002391315
130000,0.0005467698519515477,0.04482758620689655,0.0005467698519515477,0.0002032327557006788,1.1538461538461537,1.0,0.36080121229411,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_022787925.1 bacterium,bd0134d1a4ff71fe320e2a78d7f12230,0.04482758620689655,130000,184,126750000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8630488605981727,0.9409351939696452,0.9019920272839089,0.9409351939696452,False,15,46468,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp004562395
150000,0.0006308882907133243,0.05019305019305019,0.0005467698519515477,0.00021678160608072406,1.2307692307692308,1.0,0.4213250442347432,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_945865585.1 uncultured Bacteroidales bacterium,460e79b8c80f23a2add7e81b3a59db34,0.05791505791505792,130000,185,126620000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8654738890436661,0.945673043713713,0.9055734663786895,0.945673043713713,False,16,46484,73807,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Alloprevotella;s__Alloprevotella sp004552155
1160000,0.004878869448183042,0.04262295081967213,0.0005467698519515477,0.0004335632121614481,2.4615384615384617,2.0,2.5903781908434977,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_021531515.1 Leyella stercorea,87320444afe2921d8270558ed960299d,0.380327868852459,130000,186,126490000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.9008924046527691,0.9812231972079383,0.9410578009303536,0.9812231972079383,False,32,46516,73807,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp000434975
190000,0.0007991251682368775,0.040372670807453416,0.0005467698519515477,0.00036581896026122184,2.076923076923077,2.0,1.2064913185660093,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_030979935.1 Oscillospiraceae bacterium D1,2759974cb42bd1e46c8cde62ec266d97,0.059006211180124224,130000,187,126360000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8694947358963101,0.9460192103029246,0.9077569730996173,0.9460192103029246,False,27,46543,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Bittarella;s__Bittarella massiliensis
930000,0.003911507402422611,0.046875,0.0005047106325706595,0.00028452585798095033,1.75,1.5,0.82915619758885,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_945917525.1 uncultured Bacteroidales bacterium,a0a4ac8ea1bf952d0b4901e6a89cf134,0.36328125,120000,188,126240000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.896997147346249,0.9803413323589425,0.9386692398525958,0.9803413323589425,False,21,46564,73807,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000431015
140000,0.0005888290713324361,0.06486486486486487,0.0005047106325706595,0.0002303304564607693,1.4166666666666667,1.0,0.4930066485916347,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_030373605.1 Lactobacillus crispatus,9498bb12139c935accf73d9b6c9c97c5,0.07567567567567568,120000,189,126120000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8643038663360437,0.9506458379085219,0.9074748521222828,0.9506458379085219,False,17,46581,73807,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus crispatus
410000,0.00172442799461642,0.04081632653061224,0.0005047106325706595,0.0002303304564607693,1.4166666666666667,1.0,0.6400954789890506,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_022771785.1 Cloacibacillus porcorum,5edb257d0f560a39a747cb5d4c307c27,0.13945578231292516,120000,190,126000000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8827069985223139,0.9621089299089169,0.9224079642156154,0.9621089299089169,False,17,46598,73807,d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__Cloacibacillus;s__Cloacibacillus porcorum
690000,0.002902086137281292,0.05970149253731343,0.0005047106325706595,0.0008535775739428509,5.25,3.0,4.303583777891785,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_945867525.1 uncultured Clostridia bacterium,b0895bca7825021f03205ae838db2b97,0.34328358208955223,120000,191,125880000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.891762532654785,0.9792535565039079,0.9355080445793464,0.9792535565039079,False,63,46661,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp945877515
680000,0.0028600269179004036,0.04743083003952569,0.0005047106325706595,0.00028452585798095033,1.75,1.0,1.0897247358851685,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_034086715.1 Mediterranea sp.,511eb9f22fab3c2195c809493af057db,0.26877470355731226,120000,192,125760000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8915073012975115,0.9745666309104666,0.933036966103989,0.9745666309104666,False,21,46682,73807,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp945879145
870000,0.0036591520861372815,0.0784313725490196,0.0005047106325706595,0.0003522701098811766,2.1666666666666665,1.0,1.6244657241348273,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_945876695.1 uncultured Solobacterium sp.,2ecebeac79e6f21b4f737f7325a89a6f,0.5686274509803921,120000,193,125640000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8958249340932634,0.9889918264838592,0.9424083802885612,0.9889918264838592,False,26,46708,73807,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Floccifex;s__Floccifex porci
690000,0.002902086137281292,0.042704626334519574,0.0005047106325706595,0.0002303304564607693,1.4166666666666667,1.0,1.114924013354971,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_945921255.1 uncultured Lachnospiraceae bacterium,ef343fcb3a9539db32d9b2c02e918d67,0.24555160142348753,120000,194,125520000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.891762532654785,0.9728413351796394,0.9323019339172123,0.9728413351796394,False,17,46725,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__SFDP01;s__SFDP01 sp004558185
910000,0.0038273889636608344,0.061224489795918366,0.0005047106325706595,0.0002709770076009051,1.6666666666666667,1.0,1.0274023338281628,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_019417405.1 Clostridiales bacterium,a63b4180b24d85486fc4b4e5d60321f7,0.4642857142857143,120000,195,125400000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8966148620469877,0.9850683802158673,0.9408416211314274,0.9850683802158673,False,20,46745,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245
1000000,0.004205921938088829,0.06349206349206349,0.0005047106325706595,0.0003522701098811766,2.1666666666666665,2.0,1.1426091000668408,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_946500135.1 uncultured Lactobacillus sp.,1cfbfeae339236a071e792ef73c83424,0.5291005291005291,120000,196,125280000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8982744422590048,0.9875956771873441,0.9429350597231745,0.9875956771873441,False,26,46771,73807,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus vaginalis
140000,0.0005888290713324361,0.061224489795918366,0.0005047106325706595,0.0002709770076009051,1.6666666666666667,1.0,1.1055415967851332,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_034118385.1 Phascolarctobacterium sp.,7d125445b73c178f014f42f68cf1ea61,0.07142857142857142,120000,197,125160000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8643038663360437,0.9495698160548,0.9069368411954218,0.9495698160548,False,20,46791,73807,d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A sp900553055
310000,0.001303835800807537,0.02018348623853211,0.0004626514131897712,0.0003387212595011313,2.272727272727273,1.0,2.2998382983042758,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_009696275.1 Eisenbergiella porci,09a0b976f658f333594342216605ea19,0.05688073394495413,110000,198,125050000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8778811889823549,0.9453389514054437,0.9116100701938993,0.9453389514054437,False,25,46816,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Eisenbergiella;s__Eisenbergiella porci
110000,0.0004626514131897712,0.04721030042918455,0.0004626514131897712,0.0002709770076009051,1.8181818181818181,1.0,1.9917183909278766,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_029225385.1 Bacteroides sp.,d8da326deba0a35f19f3914a96d2a45c,0.04721030042918455,110000,199,124940000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8602265083238531,0.9418911599231459,0.9010588341234995,0.9418911599231459,False,20,46836,73807,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp000434935
150000,0.0006308882907133243,0.03313253012048193,0.0004626514131897712,0.00021678160608072406,1.4545454545454546,1.0,1.4373989364401722,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_040909485.1 Oscillospiraceae bacterium RTP21358sp1_RTP21358st1_F8_RTP21358_211008,e4789afdc216981966951a72fc8297be,0.045180722891566265,110000,200,124830000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8654738890436661,0.9410799762469858,0.9032769326453259,0.9410799762469858,False,16,46852,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter_A;s__Lawsonibacter_A hominis
550000,0.002313257065948856,0.0502283105022831,0.0004626514131897712,0.0005419540152018102,3.6363636363636362,3.0,2.3845230997461817,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_958418655.1 uncultured Oscillospiraceae bacterium,4a9de2947d446b9097cbf7ecbf734d9b,0.2511415525114155,110000,201,124720000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8878060815101431,0.9732708081640474,0.9305384448370952,0.9732708081640474,False,40,46892,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp900545495
3640000,0.015309555854643338,0.019963702359346643,0.0004626514131897712,0.0002709770076009051,1.8181818181818181,1.0,1.02851895445316,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_030413805.1 Escherichia coli,cac00645a7d36a45457e585ea845577e,0.6606170598911071,110000,202,124610000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.9213211291982737,0.9919039132131574,0.9566125212057155,0.9919039132131574,False,20,46912,73807,d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli
690000,0.002902086137281292,0.05851063829787234,0.0004626514131897712,0.00032517240912108606,2.1818181818181817,2.0,1.1922615498730909,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_937937845.1 uncultured Clostridia bacterium,70ad7008e4516afd3dbfa118813c4782,0.3670212765957447,110000,203,124500000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.891762532654785,0.9805382372156216,0.9361503849352033,0.9805382372156216,False,24,46936,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Eubacterium_R;s__Eubacterium_R coprostanoligenes
1350000,0.005677994616419919,0.046413502109704644,0.0004626514131897712,0.00018968390532063354,1.2727272727272727,1.0,0.616575453011388,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_034178165.1 Sodaliphilus sp.,e927cc79ab03ab83d1fd85ec758fbb7c,0.569620253164557,110000,204,124390000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.9035758342449587,0.9890256552377501,0.9463007447413544,0.9890256552377501,False,14,46950,73807,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Sodaliphilus;s__Sodaliphilus sp004557565
990000,0.004163862718707941,0.055,0.0004626514131897712,0.0022084626119473765,14.818181818181818,16.0,4.569029772046933,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_037317975.1 bacterium,7bc6b0dd42901a31ce5e37895b61703d,0.495,110000,205,124280000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.898097440879741,0.9863064350622055,0.9422019379709732,0.9863064350622055,False,163,47113,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__Phil1;s__Phil1 sp001940855
630000,0.0026497308209959625,0.02689486552567237,0.0004626514131897712,0.00016258620456054303,1.0909090909090908,1.0,0.28747978728803447,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_959028435.1 Bilophila wadsworthia,eb671b6f06d01f2cc31ada5e0edcffca,0.15403422982885084,110000,206,124170000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8901732598634963,0.9639864431043685,0.9270798514839325,0.9639864431043685,False,12,47125,73807,d__Bacteria;p__Desulfobacterota_I;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila;s__Bilophila wadsworthia
120000,0.0005047106325706595,0.05092592592592592,0.0004626514131897712,0.00029807470836099557,2.0,2.0,1.2792042981336627,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_945906535.1 uncultured bacterium,caae8b3e32baa6a878b18f338771cc01,0.05555555555555555,110000,207,124060000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8616953981258715,0.9449020987729916,0.9032987484494315,0.9449020987729916,False,22,47147,73807,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-873;s__CAG-873 sp004553485
110000,0.0004626514131897712,0.04247104247104247,0.0004626514131897712,0.0001761350549405883,1.1818181818181819,1.0,0.38569460791993504,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_034090865.1 Candidatus Faecivicinus sp.,00d9c007c011b878f826c3d26822742e,0.04247104247104247,110000,208,123950000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8602265083238531,0.9399394143579927,0.9000829613409229,0.9399394143579927,False,13,47160,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Faecivicinus;s__Faecivicinus sp934663595
590000,0.002481493943472409,0.04291845493562232,0.0004205921938088829,0.00016258620456054303,1.2,1.0,0.4,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_021531715.1 Anaeromassilibacillus senegalensis,b7634d6a3d2ac45605dbc04b203ef89c,0.2532188841201717,100000,209,123850000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8890290361427087,0.9734280238462085,0.9312285299944586,0.9734280238462085,False,12,47172,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium;s__Hominenteromicrobium sp004555625
120000,0.0005047106325706595,0.040983606557377046,0.0004205921938088829,0.0002574281572208598,1.9,2.0,0.9433981132056604,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_022776785.1 Clostridiales bacterium,6d81a98f3ec14b0252564f041bb920c1,0.04918032786885246,100000,210,123750000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8616953981258715,0.9426464826670732,0.9021709403964724,0.9426464826670732,False,19,47191,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Ventricola;s__Ventricola sp022776785
100000,0.0004205921938088829,0.04184100418410042,0.0004205921938088829,0.00014903735418049779,1.1,1.0,0.3,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_945829975.1 uncultured Bacteroidales bacterium,09d3f37614f4573a11fbbaaf61e4dd7e,0.04184100418410042,100000,211,123650000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8586203949931513,0.9396640032572305,0.8991421991251909,0.9396640032572305,False,11,47202,73807,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Cryptobacteroides;s__Cryptobacteroides sp022777585
910000,0.0038273889636608344,0.06493506493506493,0.0004205921938088829,0.0002303304564607693,1.7,2.0,0.6403124237432849,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_029218885.1 Clostridiales bacterium,098c89d9785a350ddcb2fe0dfc9ee9f0,0.5909090909090909,100000,212,123550000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8966148620469877,0.9897374719187664,0.9431761669828771,0.9897374719187664,False,17,47219,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-138;g__SFEL01;s__SFEL01 sp004557245
380000,0.001598250336473755,0.0625,0.0004205921938088829,0.0002303304564607693,1.7,1.0,1.1874342087037917,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_034167755.1 Eubacteriales bacterium,149a009aeb51b9c2eb4cf3bd5fd682aa,0.2375,100000,213,123450000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8813928151934151,0.9722055815382702,0.9267991983658426,0.9722055815382702,False,17,47236,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__CAG-917;g__CAG-349;s__CAG-349 sp003539515
230000,0.0009673620457604306,0.043859649122807015,0.0004205921938088829,0.0002032327557006788,1.5,1.0,1.02469507659596,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_945867955.1 uncultured Clostridia bacterium,03271bf3c4f60cdd45cf1a292491490d,0.10087719298245613,100000,214,123350000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8727581294689526,0.9560190123942823,0.9143885709316175,0.9560190123942823,False,15,47251,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp003487665
110000,0.0004626514131897712,0.03508771929824561,0.0004205921938088829,0.0002032327557006788,1.5,1.0,0.9219544457292888,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_034099025.1 Dysosmobacter sp.,a41b2e15a2292be981666d98e52120b2,0.03859649122807018,100000,215,123250000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8602265083238531,0.9381780147364635,0.8992022615301583,0.9381780147364635,False,15,47266,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter sp004558115
800000,0.0033647375504710633,0.055248618784530384,0.0004205921938088829,0.0002709770076009051,2.0,2.0,1.0,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_030526335.1 Coriobacteriaceae bacterium,54242fe355adfafcfa8b7934261111e8,0.4419889502762431,100000,216,123150000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8943527504959948,0.9841182430356284,0.9392354967658116,0.9841182430356284,False,20,47286,73807,d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__W1P20-047;s__W1P20-047 sp004555335
770000,0.0032385598923283985,0.04184100418410042,0.0004205921938088829,0.00044711206254149336,3.3,2.5,2.6095976701399777,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_945895835.1 uncultured Clostridia bacterium,644721014d9baa29fafea769fcd99408,0.32217573221757323,100000,217,123050000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8936827418500697,0.9780358208884996,0.9358592813692846,0.9780358208884996,False,33,47319,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Vescimonas;s__Vescimonas sp934591815
110000,0.0004626514131897712,0.024213075060532687,0.0004205921938088829,0.00013548850380045254,1.0,1.0,0.0,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_040915905.1 Clostridium disporicum,bed96ebe58b4e5a7500fcfcc86eb0d1e,0.026634382566585957,100000,218,122950000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8602265083238531,0.9313787524509204,0.8958026303873867,0.9313787524509204,False,10,47329,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium disporicum_B
1650000,0.006939771197846568,0.04291845493562232,0.0004205921938088829,0.002479439619548281,18.3,18.5,7.707788269017255,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_012843635.1 Limosilactobacillus reuteri,5a2c091af7b52470f745ea457fae1733,0.7081545064377682,100000,219,122850000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.9071381554882096,0.9932563123963435,0.9501972339422766,0.9932563123963435,False,183,47512,73807,d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus reuteri_I
400000,0.0016823687752355316,0.03225806451612903,0.0004205921938088829,0.00016258620456054303,1.2,1.0,0.6000000000000001,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCF_958434875.1 uncultured Prevotella sp.,74226b754bde472ba77a2ef5e9a1c09b,0.12903225806451613,100000,220,122750000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8822797227136546,0.960644524539663,0.9214621236266588,0.960644524539663,False,12,47524,73807,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900552515
1610000,0.006771534320323015,0.05291005291005291,0.0004205921938088829,0.0003793678106412671,2.8,2.5,1.6,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_034091185.1 Oscillospiraceae bacterium,8cd0db2132a961fcbf0cbe5d05dd775b,0.8518518518518519,100000,221,122650000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.9067017472357565,0.9968609635784932,0.9517813554071248,0.9968609635784932,False,28,47552,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__F23-B02 sp004557075
520000,0.002187079407806191,0.023529411764705882,0.0004205921938088829,0.00029807470836099557,2.2,2.0,1.16619037896906,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_004558735.1 Phocaeicola vulgatus,64a82c9ae239ca5b3146e15ee17cea3b,0.1223529411764706,100000,222,122550000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.886830214908842,0.9596438546939136,0.9232370348013778,0.9596438546939136,False,22,47574,73807,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus
560000,0.0023553162853297443,0.04784688995215311,0.0004205921938088829,0.00029807470836099557,2.2,2.0,1.32664991614216,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_945911845.1 uncultured Firmicutes bacterium,4448a9707142ac4ff46220f385c4444d,0.2679425837320574,100000,223,122450000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.888119802392286,0.9745073794871054,0.9313135909396957,0.9745073794871054,False,22,47596,73807,d__Bacteria;p__Bacillota;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-238;s__CAG-238 sp945828095
150000,0.0006308882907133243,0.021367521367521368,0.0004205921938088829,0.0007587356212825342,5.6,1.0,10.725670142233538,/opt/shared-2/sourmash-db/entire-2025-07-11.k51.rocksdb,GCA_000242175.1 Erysipelotrichaceae bacterium 6_1_45,6684b8c6bb070a0eee7697e179a4b6f1,0.03205128205128205,100000,224,122350000,-,SRR11125891,028a6fec,237760000,51,DNA,10000,23776,True,0.8654738890436661,0.9347658785416751,0.9001198837926706,0.9347658785416751,False,56,47652,73807,d__Bacteria;p__Bacillota;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Clostridium_AQ;s__Clostridium_AQ innocuum
